2Theta_deg,Intensity_cps
17.22675,0.0
17.23746,171.42
17.24818,0.0
17.25889,171.14
17.26961,0.0
17.28033,171.24
17.29104,0.0
17.30176,171.42
17.31247,0.0
17.32319,171.3
17.3339,0.0
17.34462,171.18
17.35534,0.0
17.36605,171.22
17.37677,0.0
17.38748,171.24
17.3982,0.0
17.40892,171.08
17.41963,0.0
17.43035,171.28
17.44106,0.0
17.45178,170.9
17.46249,0.0
17.47321,170.98
17.48393,0.0
17.49464,171.26
17.50536,0.0
17.51607,171.3
17.52679,0.0
17.53751,171.08
17.54822,0.0
17.55894,171.38
17.56965,0.0
17.58037,171.38
17.59108,0.0
17.6018,171.32
17.61252,0.0
17.62323,171.1
17.63395,0.0
17.64466,171.12
17.65538,0.0
17.6661,170.94
17.67681,0.0
17.68753,171.18
17.69824,0.0
17.70896,171.24
17.71967,0.0
17.73039,171.08
17.74111,0.0
17.75182,170.98
17.76254,0.0
17.77325,171.08
17.78397,0.0
17.79468,171.28
17.8054,0.0
17.81612,171.1
17.82683,0.0
17.83755,171.08
17.84826,0.0
17.85898,171.06
17.8697,0.0
17.88041,170.92
17.89113,0.0
17.90184,171.44
17.91256,0.0
17.92327,171.28
17.93399,0.0
17.94471,171.44
17.95542,0.0
17.96614,171.18
17.97685,0.0
17.98757,171.46
17.99829,0.0
18.009,171.48
18.01972,0.0
18.03043,171.34
18.04115,0.0
18.05186,171.22
18.06258,0.0
18.0733,171.36
18.08401,0.0
18.09473,171.1
18.10544,0.0
18.11616,170.98
18.12688,0.0
18.13759,171.22
18.14831,0.0
18.15902,171.36
18.16974,0.0
18.18045,171.22
18.19117,0.0
18.20189,171.32
18.2126,0.0
18.22332,171.28
18.23403,0.0
18.24475,171.32
18.25547,0.0
18.26618,171.52
18.2769,0.0
18.28761,171.48
18.29833,0.0
18.30904,171.36
18.31976,0.0
18.33048,171.2
18.34119,0.0
18.35191,171.24
18.36262,0.0
18.37334,171.14
18.38405,0.0
18.39477,171.14
18.40549,0.0
18.4162,171.42
18.42692,0.0
18.43763,171.55
18.44835,0.0
18.45907,171.5
18.46978,0.0
18.4805,171.46
18.49121,0.0
18.50193,171.16
18.51264,0.0
18.52336,171.44
18.53408,0.0
18.54479,171.42
18.55551,0.0
18.56622,171.32
18.57694,0.0
18.58766,171.32
18.59837,0.0
18.60909,171.32
18.6198,0.0
18.63052,171.26
18.64123,0.0
18.65195,171.48
18.66267,0.0
18.67338,171.53
18.6841,0.0
18.69481,171.38
18.70553,0.0
18.71625,171.46
18.72696,0.0
18.73768,171.53
18.74839,0.0
18.75911,171.02
18.76982,0.0
18.78054,171.14
18.79126,0.0
18.80197,171.06
18.81269,0.0
18.8234,171.22
18.83412,0.0
18.84483,171.14
18.85555,0.0
18.86627,171.3
18.87698,0.0
18.8877,171.34
18.89841,0.0
18.90913,170.88
18.91985,0.0
18.93056,171.3
18.94128,0.0
18.95199,171.1
18.96271,0.0
18.97342,171.4
18.98414,0.0
18.99486,171.4
19.00557,0.0
19.01629,171.18
19.027,0.0
19.03772,171.0
19.04844,0.0
19.05915,171.04
19.06987,0.0
19.08058,171.18
19.0913,0.0
19.10201,171.24
19.11273,0.0
19.12345,171.02
19.13416,0.0
19.14488,171.14
19.15559,0.0
19.16631,171.16
19.17703,0.0
19.18774,170.9
19.19846,0.0
19.20917,171.18
19.21989,0.0
19.2306,171.38
19.24132,0.0
19.25204,171.24
19.26275,0.0
19.27347,171.46
19.28418,0.0
19.2949,171.56
19.30562,0.0
19.31633,171.48
19.32705,0.0
19.33776,171.32
19.34848,0.0
19.35919,171.18
19.36991,0.0
19.38063,171.26
19.39134,0.0
19.40206,171.26
19.41277,0.0
19.42349,171.24
19.4342,0.0
19.44492,171.52
19.45564,0.0
19.46635,171.4
19.47707,0.0
19.48778,171.2
19.4985,0.0
19.50922,171.32
19.51993,0.0
19.53065,171.3
19.54136,0.0
19.55208,171.08
19.56279,0.0
19.57351,170.96
19.58423,0.0
19.59494,171.0
19.60566,0.0
19.61637,171.12
19.62709,0.0
19.63781,171.0
19.64852,0.0
19.65924,171.2
19.66995,0.0
19.68067,171.52
19.69138,0.0
19.7021,171.14
19.71282,0.0
19.72353,170.94
19.73425,0.0
19.74496,171.4
19.75568,0.0
19.7664,171.3
19.77711,0.0
19.78783,171.18
19.79854,0.0
19.80926,171.26
19.81997,0.0
19.83069,171.2
19.84141,0.0
19.85212,171.24
19.86284,0.0
19.87355,171.28
19.88427,0.0
19.89498,171.08
19.9057,0.0
19.91642,171.34
19.92713,0.0
19.93785,171.34
19.94856,0.0
19.95928,171.46
19.97,0.0
19.98071,171.08
19.99143,0.0
20.00214,171.12
20.01286,0.0
20.02357,171.44
20.03429,0.0
20.04501,171.26
20.05572,0.0
20.06644,171.0
20.07715,0.0
20.08787,171.02
20.09859,0.0
20.1093,171.3
20.12002,0.0
20.13073,171.06
20.14145,0.0
20.15216,171.2
20.16288,0.0
20.1736,171.22
20.18431,0.0
20.19503,171.16
20.20574,0.0
20.21646,171.18
20.22718,0.0
20.23789,171.24
20.24861,0.0
20.25932,171.02
20.27004,0.0
20.28075,171.14
20.29147,0.0
20.30219,171.26
20.3129,0.0
20.32362,171.0
20.33433,0.0
20.34505,171.18
20.35577,0.0
20.36648,171.22
20.3772,0.0
20.38791,171.24
20.39863,0.0
20.40934,171.1
20.42006,0.0
20.43078,170.82
20.44149,0.0
20.45221,170.9
20.46292,0.0
20.47364,171.14
20.48435,0.0
20.49507,171.02
20.50579,0.0
20.5165,170.86
20.52722,0.0
20.53793,171.06
20.54865,0.0
20.55937,171.24
20.57008,0.0
20.5808,171.3
20.59151,0.0
20.60223,171.1
20.61294,0.0
