2Theta_deg,Intensity_cps
16.51786,0.0
16.52858,171.26
16.53929,0.0
16.55,171.54
16.56072,0.0
16.57143,171.16
16.58215,0.0
16.59286,170.98
16.60358,0.0
16.61429,171.14
16.625,0.0
16.63572,171.56
16.64643,0.0
16.65715,171.36
16.66786,0.0
16.67858,171.38
16.68929,0.0
16.7,171.54
16.71072,0.0
16.72143,171.4
16.73215,0.0
16.74286,171.16
16.75358,0.0
16.76429,171.36
16.775,0.0
16.78572,171.02
16.79643,0.0
16.80715,171.24
16.81786,0.0
16.82858,171.54
16.83929,0.0
16.85,171.32
16.86072,0.0
16.87143,171.14
16.88215,0.0
16.89286,171.38
16.90358,0.0
16.91429,171.54
16.925,0.0
16.93572,171.3
16.94643,0.0
16.95715,171.5
16.96786,0.0
16.97858,170.96
16.98929,0.0
17.0,171.0
17.01072,0.0
17.02143,171.12
17.03215,0.0
17.04286,171.22
17.05358,0.0
17.06429,171.34
17.075,0.0
17.08572,171.22
17.09643,0.0
17.10715,170.94
17.11786,0.0
17.12858,171.14
17.13929,0.0
17.15,171.48
17.16072,0.0
17.17143,171.38
17.18215,0.0
17.19286,171.44
17.20358,0.0
17.21429,171.16
17.225,0.0
17.23572,171.42
17.24643,0.0
17.25715,171.14
17.26786,0.0
17.27858,171.24
17.28929,0.0
17.3,171.42
17.31072,0.0
17.32143,171.3
17.33215,0.0
17.34286,171.18
17.35358,0.0
17.36429,171.22
17.375,0.0
17.38572,171.24
17.39643,0.0
17.40715,171.08
17.41786,0.0
17.42858,171.28
17.43929,0.0
17.45,170.9
17.46072,0.0
17.47143,170.98
17.48215,0.0
17.49286,171.26
17.50358,0.0
17.51429,171.3
17.52501,0.0
17.53572,171.08
17.54643,0.0
17.55715,171.38
17.56786,0.0
17.57858,171.38
17.58929,0.0
17.60001,171.32
17.61072,0.0
17.62143,171.1
17.63215,0.0
17.64286,171.12
17.65358,0.0
17.66429,170.94
17.67501,0.0
17.68572,171.18
17.69643,0.0
17.70715,171.24
17.71786,0.0
17.72858,171.08
17.73929,0.0
17.75001,170.98
17.76072,0.0
17.77143,171.08
17.78215,0.0
17.79286,171.28
17.80358,0.0
17.81429,171.1
17.82501,0.0
17.83572,171.08
17.84643,0.0
17.85715,171.06
17.86786,0.0
17.87858,170.92
17.88929,0.0
17.90001,171.44
17.91072,0.0
