2Theta_deg,Intensity_cps
19.72353,170.9
19.73425,170.9
19.74496,171.06
19.75568,171.42
19.7664,171.28
19.77711,171.06
19.78783,171.08
19.79854,171.0
19.80926,171.16
19.81997,171.16
19.83069,171.18
19.84141,171.3
19.85212,171.06
19.86284,171.2
19.87355,170.88
19.88427,170.88
19.89498,171.1
19.9057,171.56
19.91642,171.26
19.92713,171.53
19.93785,171.55
19.94856,171.28
19.95928,171.18
19.97,171.62
19.98071,171.7
19.99143,171.56
20.00214,171.46
20.01286,171.65
20.02357,171.8
20.03429,171.89
20.04501,171.98
20.05572,171.79
20.06644,171.94
20.07715,172.29
20.08787,172.51
20.09859,172.68
20.1093,172.84
20.12002,173.14
20.13073,173.31
20.14145,173.5
20.15216,173.67
20.16288,174.01
20.1736,174.17
20.18431,174.15
20.19503,174.18
20.20574,174.17
20.21646,174.13
20.22718,174.06
20.23789,173.89
20.24861,173.78
20.25932,173.5
20.27004,173.44
20.28075,173.09
20.29147,172.99
20.30219,172.83
20.3129,172.44
20.32362,172.35
20.33433,172.2
20.34505,172.12
20.35577,172.07
20.36648,172.04
20.3772,171.87
20.38791,171.65
20.39863,171.76
20.40934,171.79
20.42006,171.61
20.43078,171.63
20.44149,171.56
20.45221,171.42
20.46292,171.32
20.47364,171.5
20.48435,171.53
20.49507,171.56
20.50579,171.26
20.5165,171.3
20.52722,171.16
20.53793,171.1
20.54865,171.44
20.55937,171.42
20.57008,171.38
20.5808,171.02
20.59151,171.16
20.60223,171.38
20.61294,171.36
20.62366,171.34
20.63438,171.16
20.64509,171.32
20.65581,171.3
20.66652,171.16
20.67724,171.4
20.68796,171.36
20.69867,171.38
20.70939,171.36
20.7201,171.48
20.73082,171.22
20.74153,171.28
20.75225,171.16
20.76297,171.38
20.77368,171.38
20.7844,171.54
20.79511,171.42
20.80583,171.52
20.81655,171.36
20.82726,171.55
20.83798,171.38
20.84869,171.28
20.85941,171.34
20.87012,171.28
20.88084,171.32
20.89156,171.34
20.90227,171.38
20.91299,171.26
20.9237,171.12
20.93442,171.4
20.94514,171.4
20.95585,171.28
20.96657,171.53
20.97728,171.69
20.988,171.3
20.99871,171.57
21.00943,171.5
21.02015,171.24
21.03086,171.55
21.04158,171.42
21.05229,171.53
21.06301,171.28
21.07372,171.46
21.08444,171.55
21.09516,171.53
21.10587,171.57
21.11659,171.7
21.1273,171.68
21.13802,171.52
21.14874,171.66
21.15945,171.67
21.17017,171.64
21.18088,171.7
21.1916,171.4
21.20231,171.57
21.21303,171.56
21.22375,171.61
21.23446,171.66
21.24518,171.58
21.25589,171.63
21.26661,171.61
21.27733,171.5
21.28804,171.6
21.29876,171.67
21.30947,171.57
21.32019,171.63
21.3309,171.83
21.34162,171.85
21.35234,171.84
21.36305,171.96
21.37377,171.97
21.38448,172.07
21.3952,172.19
21.40592,172.37
21.41663,172.65
21.42735,172.81
